n,short_name,cat.x,cat1,cat2,group,govern,year,id,paddd,paddd_type,paddd_type.1,paddd_status,paddd_enacted,paddd_events,trends,hits,area_km2,acc_50k,pop_50k,amp_div,bir_div,mam_div,tot_div,alt,tri,bioma,alt_r,Min_dist,Avg_dist,mean.eng,na_rows.eng,total_days.eng,mean.pt,na_rows.pt,total_days.pt,cat.y,esfera,area_km2_mod,pop_50k_mod,alt_r_mod,acc_50k_mod,tot_div_mod,Min_dist_mod,year_mod
906,PARES PAULO C<c9>SAR VINHA,Parque,PAR,PE,PI,estadual,1990,0000.32.0332,0,none,none,none,0,0,0,1050,16.35,8,93298.4438121319,76,450,141,667,5.83828382838284,2.60970464135021,Mata Atlantica,18,0,1173.044554,1,1,968,10,0,1451,Parque,Estadual,-0.18848576307257486,0.8412466597307473,-1.2162444841521076,-1.364464875387183,0.24661939231611205,-1.7718471866319445,0.6856537648343267
1253,PARES DO PROSA,Parque,PAR,PE,PI,estadual,2002,0000.50.0419,0,none,none,none,0,0,0,1030,1.33,5,30460.9363015294,41,387,121,549,629.571428571429,7.73214285714286,Cerrado,37,0,1403.190709,1,1,867,1,0,1451,Parque,Estadual,-0.8865451194013888,0.26131938806671884,-0.7482264772738733,-1.6545807377264288,-0.5748092057193974,-1.7718471866319445,-0.2411203465163893
48,PARNA DE ANAVILHANAS,Parque,PAR,PARNA,PI,federal,1981,0000.00.0049,1,downgrade,downgrade,Enacted,1,1,2,1020,3397.3,85,56020.211776644,88,561,179,828,32.9027847623837,4.66790687075685,Amazonia,133,0,2471.93897,7,0,1451,18,0,1451,Parque,Federal,1.646410164061448,0.5769726494248154,0.10270592698469458,0.25053747847628716,1.159171743247811,-1.7718471866319445,1.3807343483473637
169,PARNA DO CATIMBAU,Parque,PAR,PARNA,PI,federal,2002,0000.00.0170,0,none,none,none,0,0,4,1020,622.94,15,15962.0501644611,39,277,126,442,665.965511397339,10.3667485806288,Caatinga,592,178.9568706,1550.787186,3,0,1451,65,0,1451,Parque,Federal,1.0570891333577417,-0.07347698841651885,1.106978546841169,-0.9527839151274649,-1.4891218438928644,0.82752846004351,-0.2411203465163893
1152,PARES ALBERTO L<d6>FGREN,Parque,PAR,PE,PI,estadual,1968,0000.35.2559,0,none,none,none,0,0,0,1020,1.77,10,936818.629669189,99,532,146,777,803.052631578947,15.0559210526316,Mata Atlantica,47,0,1118.968188,3,0,924,25,0,1451,Parque,Estadual,-0.8264025740273879,2.036334105106036,-0.5904880342799936,-1.2208822324025552,0.8908406615342812,-1.7718471866319445,2.3847396356439727
628,RESEX DO RIO GREG<d3>RIO,Reserva Extrativista,RESEX,RESEX,US,estadual,2007,0000.13.1506,0,none,none,none,0,0,0,1010,3069.66,1943,1535.99367785454,110,530,186,826,212.478350906863,7.77740435225292,Amazonia,161,333.6162326,2904.915383,0,NA,NA,0,NA,NA,NA,NA,1.611160701095129,-1.286061534852723,0.23083091677807574,2.481620766445183,1.1489637426213806,1.1380223868859964,-0.6272762262458543
1170,PARES DAS FONTES DO IPIRANGA,Parque,PAR,PE,PI,estadual,1969,0000.35.2867,1,downsize,Proposed,Proposed,0,1,0,1010,0.33,17,958572.660022736,104,520,142,766,787.4,9.125,Mata Atlantica,17,0,1126.886277,1,0,1451,13,0,1451,Parque,Estadual,-1.0814894359480631,2.0482274065994353,-1.252751064350439,-0.8685085329180784,0.8306620236515856,-1.7718471866319445,2.30750845969808
1029,PARES DA PEDRA SELADA,Parque,PAR,PE,PI,estadual,2012,0000.33.2722,0,none,none,none,0,0,0,939,80.41,12,43835.4134259224,102,522,163,787,1049.85836909871,62.3530042918455,Mata Atlantica,1655,44.92282739,1072.831584,0,NA,NA,0,NA,NA,NA,NA,0.34900531943543384,0.44990073852429613,1.8003934000700392,-1.101352736867223,0.9448147055809737,0.14385749173480325,-1.0134321059753193
905,PARES DE ITA<da>NAS,Parque,PAR,PE,PI,estadual,1991,0000.32.0331,0,none,none,none,0,0,0,927,34.84,20,10203.5466351509,73,437,144,654,6.54160583941606,3.84981851179673,NA,34,164.0801764,1179.913108,1,0,967,4,0,1451,Parque,Estadual,0.06375135425910539,-0.3052970391832743,-0.8037542380522285,-0.7582116010392054,0.1635639109008296,0.7843353562631671,0.6084225888884337
167,PARNA DO ARAGUAIA,Parque,PAR,PARNA,PI,federal,1959,0000.00.0168,1,downsize,downsize,Enacted,1,4,4,912,5554.34,203,1532.47910612822,41,403,125,569,180.583301029622,1.72855427496289,Cerrado,79,151.3972438,1413.32381,6,0,1451,8,0,1451,Parque,Federal,1.8172928091785938,-1.287247604834462,-0.24557486576049214,0.8685787254675693,-0.42386065234630804,0.7443185517831018,3.07982021915701
135,PARNA DA AMAZ<d4>NIA,Parque,PAR,PARNA,PI,federal,1974,0000.00.0136,1,downsize,downsize,Enacted,1,2,3,910,10661.76,39,2165.66783854365,81,538,173,792,116.203941846523,13.647354616307,Amazonia,285,228.3858409,2114.142509,12,0,1451,12,0,1451,Parque,Federal,2.043983838177571,-1.108165897034669,0.614615667064667,-0.2971652921799768,0.9715454095290048,0.9490135982684468,1.9213525799686149
973,APA DE MASSAMBABA,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1986,0000.33.1514,0,none,none,NA,0,0,0,898,91.24,5,56697.8627746105,94,500,146,740,8.55711206896552,3.70166379804934,Marinho,55,6.127509679,1157.356278,0,NA,NA,0,NA,NA,NA,NA,0.392429935430985,0.5832021468858466,-0.4864043765012846,-1.6545807377264288,0.6849196430398802,-0.7887251481090948,0.9945784686178988
9,APA COSTA DOS CORAIS,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,federal,1997,0000.00.0009,0,none,none,NA,0,0,0,891,4042.68,32,91794.8651695251,39,370,120,529,9.70854271356784,4.36631944444444,Marinho,55,0,1564.066073,0,NA,NA,0,NA,NA,NA,NA,1.706865908984206,0.8328291572116028,-0.4864043765012846,-0.4348100275942046,-0.7313497019587617,-1.7718471866319445,0.14503553321307572
1076,FLOES EDMUNDO NAVARRO DE ANDRADE,Floresta,FLO,FLOES,US,estadual,2002,0000.35.0852,0,none,none,none,0,0,0,880,22.22,1,83382.5407276154,56,486,151,693,642.036613272311,14.1527459954233,Mata Atlantica,171,58.10610543,1105.602921,0,NA,NA,0,NA,NA,NA,NA,-0.08716234437305673,0.7830313639594698,0.27127457668856675,-2.440652942534779,0.4079882840806433,0.270190075073844,-0.2411203465163893
148,PARNA DA SERRA DO DIVISOR,Parque,PAR,PARNA,PI,federal,1989,0000.00.0149,0,none,none,none,0,0,0,868,8375.76,465,11408.0048102289,130,573,196,899,265.883831238552,7.20365109992484,Amazonia,531,374.4395217,2982.389361,6,0,1451,13,0,1451,Parque,Federal,1.9600883551621158,-0.24749292788111524,1.0336841848255618,1.4596400542641677,1.5064506934737145,1.195645817508379,0.7628849407802197
160,PARNA DE ILHA GRANDE,Parque,PAR,PARNA,PI,federal,1997,0000.00.0161,0,none,none,none,0,0,5,860,761.38,55,17732.9881794453,37,447,120,604,228.069848211989,1.4436905068176,Mata Atlantica,41,140.7804853,1393.316036,4,0,1451,14,0,1451,Parque,Federal,1.1267624213267762,-0.018969657777623654,-0.6806493996934956,-0.056414778440241564,-0.17201788224689213,0.7081713092264533,0.14503553321307572
6,APA DA BALEIA FRANCA,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,federal,2000,0000.00.0006,0,none,none,NA,0,0,0,855,1548.83,19,106562.887588978,41,412,98,551,8.73851203501094,3.34977456467662,Marinho,217,0,1447.116449,0,NA,NA,0,NA,NA,NA,NA,1.3734307513101531,0.9101178750346954,0.4312990923876507,-0.7931216346490816,-0.5594694059205442,-1.7718471866319445,-0.0866579946246033
667,PARES DO CANT<c3>O,Parque,PAR,PE,PI,estadual,1998,0000.17.1487,0,none,none,none,0,0,3,853,1004.13,200,1486.82961553335,38,384,126,548,173.283346446368,2.23394308943089,Cerrado,37,159.4996707,1498.387035,4,0,963,10,0,1451,Parque,Estadual,1.2228724758310179,-1.3029049039564606,-0.7482264772738733,0.8579783277952762,-0.5825000362397403,0.7702493155973292,0.0678043572671827
213,REBIO MARINHA DO ARVOREDO,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1990,0000.00.0214,1,downgrade,none,Proposed,0,1,0,833,171.06,68,88091.6803483963,NA,NA,NA,NA,80.7142857142857,49.6458333333333,Marinho,239,0,1396.403265,1,0,1451,5,1,1451,Reserva Biológica,Federal,0.6091950979770417,0.8114949649980434,0.4962161248037652,0.09295216246289165,NA,-1.7718471866319445,0.6856537648343267
149,PARNA DA SERRA DO ITAJA<cd>,Parque,PAR,PARNA,PI,federal,2004,0000.00.0150,0,none,none,none,0,0,3,794,573.75,17,74584.1002063751,65,428,107,600,549.666139898528,47.0733593944939,Mata Atlantica,938,40.86927757,1394.457605,5,1,1451,11,0,1451,Parque,Federal,1.028537419200892,0.7252580232640242,1.4173180359314712,-0.8685085329180784,-0.2000518835841879,0.09759880204969043,-0.39558269840817534
1080,PARES DA ILHA ANCHIETA,Parque,PAR,PE,PI,estadual,1977,0000.35.0856,0,none,none,NA,0,0,0,790,8.22,78,16145.1081490517,82,504,142,728,107.04347826087,54.2808823529412,Marinho,311,0,1119.061652,2,0,1002,14,0,1451,Parque,Estadual,-0.4082994759397319,-0.06756943813729142,0.6733663802992212,0.18979075858918867,0.6159203927086051,-1.7718471866319445,1.6896590521309358
211,REBIO DO TINGU<c1>,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1989,0000.00.0212,0,none,none,none,0,0,0,781,248.13,25,699564.324183702,126,547,159,832,617.536084529506,56.5936004784689,Mata Atlantica,1543,19.06922463,1102.168074,3,0,1451,15,0,1451,Reserva Biológica,Federal,0.7378849938480629,1.8850327553233954,1.753109578168345,-0.6053963943981181,1.1795140699115045,-0.27051085341176573,0.7628849407802197
254,RESEX TAPAJ<d3>S ARAPIUNS,Reserva Extrativista,RESEX,RESEX,US,federal,1998,0000.00.0259,0,none,none,none,0,0,0,770,6741.95,74,7320.98195120692,85,592,180,857,98.3881903284773,6.73497182897975,Amazonia,216,316.1186084,2167.887291,2,0,1011,2,1,1451,Reserva Extrativista,Federal,1.8846529288018987,-0.4772812898342091,0.42819468573478,0.1526128506376519,1.3044820813507227,1.1111369625830072,0.0678043572671827
186,PARNA MONTANHAS DO TUMUCUMAQUE,Parque,PAR,PARNA,PI,federal,2002,0000.00.0187,1,degazette,Proposed,Proposed,0,1,3,747,38651.71,274,2591.43520899117,88,531,185,804,228.832848001945,13.5585067218858,Amazonia,650,112.6024605,2420.885931,7,0,1451,26,0,1451,Parque,Federal,2.4917557086488897,-1.0152151390815736,1.169985676299037,1.0822676984306305,1.0350175944398963,0.5972551622641898,-0.2411203465163893
1237,PARES DE ITAPEVA,Parque,PAR,PE,PI,estadual,2002,0000.43.1863,0,none,none,NA,0,0,0,734,10.01,71,15041.4404757023,39,427,90,556,10.4532710280374,4.81381578947368,Marinho,51,0,1617.354074,1,0,928,2,0,1451,Parque,Estadual,-0.34660977248129016,-0.1042526624433657,-0.5364426171432705,0.12340415202013132,-0.5213617518187055,-1.7718471866319445,-0.2411203465163893
177,PARNA DO SUPERAGUI,Parque,PAR,PARNA,PI,federal,1989,0000.00.0178,0,none,none,none,0,0,4,726,338.6,44,15327.6111233234,60,498,123,681,32.738979468599,8.98189105254323,Mata Atlantica,554,77.52403769,1242.282819,2,0,1451,12,0,1451,Parque,Federal,0.8455961630018846,-0.09448881295686613,1.062262078397599,-0.21288990997059032,0.3342751908035195,0.41239040628452284,0.7628849407802197
1028,PARES DA LAGOA DO A<c7>U,Parque,PAR,PE,PI,estadual,2012,0000.33.2721,0,none,none,none,0,0,0,723,82.49,31,20902.0550370216,78,460,135,673,2.58666666666667,1.40668457648546,Mata Atlantica,21,103.6576616,1180.716169,0,NA,NA,0,NA,NA,NA,NA,0.3577770240760406,0.06621222661581765,-1.1172567543927823,-0.45682757265836,0.2844090051082102,0.5562022592848797,-1.0134321059753193
88,FLONA DE CAXIUAN<c3>,Floresta,FLO,FLONA,US,federal,1961,0000.00.0089,0,none,none,none,0,0,0,722,3179.43,979,2090.7127507925,76,517,165,758,44.3961101126992,6.18683971850384,Amazonia,80,189.6497504,2108.820698,2,0,1451,4,1,1451,Floresta,Federal,1.6233728149295499,-1.1264067216207556,-0.23718709010015826,1.9915293236635747,0.7863511568497101,0.8564223779410592,2.925357867265224
1319,PARES DA SERRA DE CALDAS NOVAS,Parque,PAR,PE,PI,estadual,1970,0000.52.1738,0,none,none,none,0,0,3,709,121.59,90,6056.73058819771,52,399,135,586,929.648489932886,16.3268141778523,Cerrado,368,0,1135.662737,2,1,886,7,0,1451,Parque,Estadual,0.49133001429069534,-0.5754848334563483,0.7866617397191706,0.29097274228910514,-0.2996617858713023,-1.7718471866319445,2.2302772837521867
1230,PARES DO RIO VERMELHO,Parque,PAR,PE,PI,estadual,2007,0000.42.1844,0,none,none,none,0,0,0,697,15.4,72,67175.5751085281,5,206,2,213,21.125,11.5088951310861,Mata Atlantica,260,0,1426.311985,2,1,881,4,0,1451,Parque,Estadual,-0.20806441805678047,0.6710564704176192,0.552853511563274,0.13327346374368917,-4.564013236793767,-1.7718471866319445,-0.6272762262458543
117,FLONA DO JAMARI,Floresta,FLO,FLONA,US,federal,1984,0000.00.0118,1,degazette,Proposed,Proposed,0,1,0,692,2222.49,51,2801.99621227384,99,540,149,788,123.292339859342,4.80491767249572,Amazonia,129,24.1743405,2217.446762,0,NA,NA,0,NA,NA,NA,NA,1.4989223419556457,-0.9747561194697216,0.08224353506225433,-0.1094400519290133,0.9501743895011169,-0.15706031738198847,1.1490408205096847
85,FLONA DE BRAS<cd>LIA,Floresta,FLO,FLONA,US,federal,1999,0000.00.0086,1,downsize,Proposed,Proposed,0,1,0,681,93.36,11,99326.3469640017,58,383,137,578,1185.18950276243,7.46740331491713,Cerrado,295,0,1167.062882,0,NA,NA,0,NA,NA,NA,NA,0.4003305558038319,0.8736831880810864,0.6378209493842855,-1.1586243952573239,-0.35765391650648315,-1.7718471866319445,-0.009426818678710303
255,RESEX VERDE PARA SEMPRE,Reserva Extrativista,RESEX,RESEX,US,federal,2004,0000.00.0260,0,none,none,none,0,0,0,675,12892.5,205,3570.84324249625,81,558,171,810,60.7530010973312,6.82986759560239,Amazonia,183,208.1051972,2092.762002,1,1,1110,1,1,1451,Reserva Extrativista,Federal,2.1100325260670476,-0.8491725605389864,0.3168114189415245,0.8755594028447503,1.0663997451154668,0.9026758053614695,-0.39558269840817534
1321,PARES DE TERRA RONCA,Parque,PAR,PE,PI,estadual,1989,0000.52.1740,0,none,none,none,0,0,0,669,569.82,197,2422.01848065853,45,320,134,499,692.803374373005,15.0317829457364,Cerrado,537,218.8984014,1203.391799,2,0,1451,9,0,1451,Parque,Estadual,1.0261518561023166,-1.0502301521642998,1.0412566820374816,0.8472185196832502,-0.9776005291918983,0.927869130035877,0.7628849407802197
1054,PARES DE CAMPOS DO JORD<c3>O,Parque,PAR,PE,PI,estadual,1941,0000.35.0800,0,none,none,none,0,0,0,665,81.36,20,58141.5094165802,91,520,161,772,1655.78216019417,38.6857554611651,Mata Atlantica,823,0,1077.374399,2,1,997,2,0,1451,Parque,Estadual,0.35303910134140665,0.5962286658491668,1.329105618000067,-0.7582116010392054,0.8635929191454302,-1.7718471866319445,4.469981386183084
151,PARNA DA SERRA DOS ORG<c3>OS,Parque,PAR,PARNA,PI,federal,1939,0000.00.0152,1,downsize,Proposed,Proposed,0,1,0,644,200.2,0,539077.355576038,134,543,161,838,1177.62132806714,81.3031041718094,Mata Atlantica,2098,19.06909749,1112.572165,22,0,1451,49,0,1451,Parque,Federal,0.6635928592362343,1.7500169983020353,1.9604553215083247,-2.936609285003884,1.2098451345902819,-0.27051402463899754,4.62444373807487
214,REBIO DE PO<c7>O DAS ANTAS,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1974,0000.00.0215,0,none,none,none,0,0,0,644,50.65,39,56445.9815766811,111,507,152,770,35.7286135693215,16.8737708947886,Mata Atlantica,184,5.267933227,1148.149454,5,0,1451,8,0,1451,Reserva Biológica,Federal,0.19080503991832917,0.580895395310153,0.3204710878333412,-0.2971652921799768,0.8526444409893303,-0.8530574313812098,1.9213525799686149
1486,PNM MONTANHAS DE TERES<d3>POLIS,Parque,PAR,PNM,PI,municipal,2009,0580.33.1895,0,none,none,none,0,0,0,636,43.97,4,208355.848816633,131,549,160,840,1158.42641946698,68.5803881807648,Mata Atlantica,968,40.96588451,1111.733501,0,NA,NA,0,NA,NA,NA,NA,0.14265228775236852,1.2575073342386751,1.4385527185629785,-1.7850343195872909,1.2199073064975536,0.09875248554369266,-0.7817385781376404
846,PARES SERRA DO ROLA MO<c7>A,Parque,PAR,PE,PI,estadual,1994,0000.31.0398,0,none,none,none,0,0,0,631,40.31,6,218959.124453425,71,463,147,681,1223.34164588529,38.1207917705736,Mata Atlantica,508,0,1061.646617,3,0,886,25,0,1451,Parque,Estadual,0.11313680189259118,1.283224436479216,1.0038430808452603,-1.5442838058475559,0.3342751908035195,-1.7718471866319445,0.3767290610507547
1335,ESEC DE <c1>GUAS EMENDADAS,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,estadual,1968,0000.53.1634,0,none,none,none,0,0,0,618,91.81,2,85605.8039141893,56,374,137,567,1045.05245535714,6.08642578125,Cerrado,247,0,1164.920941,1,2,1122,15,0,1451,Estação Ecológica,Estadual,0.39457186618111856,0.7966645389670435,0.5183560511482823,-2.1505370801955337,-0.43871518505512885,-1.7718471866319445,2.3847396356439727
1031,PARES DA COSTA DO SOL,Parque,PAR,PE,PI,estadual,2011,0000.33.2732,0,none,none,NA,0,0,2,611,98.29,6,59589.1633131504,84,491,143,718,23.2710137544575,9.3518606870229,Marinho,301,0,1149.783234,2,0,1451,10,0,1451,Parque,Estadual,0.41803741590427257,0.6089705189973788,0.6513707135979343,-1.5442838058475559,0.5575477767820917,-1.7718471866319445,-0.9362009300294264
206,REBIO DO GURUPI,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1988,0000.00.0207,1,downsize,downsize,Enacted,1,2,0,610,2712.1,197,7582.81233155727,41,403,139,583,185.915263903091,14.4327115944309,Amazonia,283,228.1323264,1819.32728,2,0,1451,3,0,1244,Reserva Biológica,Federal,1.5681168476755272,-0.4590778881236109,0.6098773510750238,0.8472185196832502,-0.32131568570311164,0.9484600561522928,0.8401161167261127
168,PARNA DO CABO ORANGE,Parque,PAR,PARNA,PI,federal,1980,0000.00.0169,0,none,none,none,0,0,0,597,6572.55,255,732.722232960165,75,575,175,825,12.5605964156302,2.99525095852213,Amazonia,87,209.7853399,2574.805531,4,0,1451,7,0,1451,Parque,Federal,1.875806560288977,-1.669171638677494,-0.1812207406363135,1.0310414547489541,1.1438504810120076,0.9066818590836994,1.4579655242932568
956,APA DE MARIC<c1>,<c1>rea de Prote<e7><e3>o Ambiental,APA,APA,US,estadual,1984,0000.33.0729,0,none,none,NA,0,0,0,589,9.69,49,359235.701860666,88,520,145,753,12.4603174603175,8.38851351351351,Marinho,60,23.64687953,1146.053168,0,NA,NA,0,NA,NA,NA,NA,-0.3568648751827515,1.5397311695179772,-0.4286591843126802,-0.13750301170159396,0.7584190643901393,-0.16766009042963154,1.1490408205096847
974,PARES CUNHAMBEBE,Parque,PAR,PE,PI,estadual,2008,0000.33.1620,0,none,none,none,0,0,0,586,380.76,4,362312.377598763,112,519,149,780,674.38995587853606,65.8779522450039,Mata Atlantica,1652,0,1089.969867,0,NA,NA,0,NA,NA,NA,NA,0.8862837615668179,1.5441495269504046,1.7991690892040975,-1.7850343195872909,0.9071053777151299,-1.7718471866319445,-0.7045074021917473
1060,PARES DO MORRO DO DIABO,Parque,PAR,PE,PI,estadual,1941,0000.35.0816,0,none,none,none,0,0,4,568,365.49,48,14078.2879623175,41,438,121,600,355.698011094574,5.67893383845217,Mata Atlantica,340,162.3873069,1290.575625,2,0,956,28,0,1451,Parque,Estadual,0.872090869544516,-0.13853570091702144,0.7333783215997507,-0.15195832669122797,-0.2000518835841879,0.779175479705985,4.469981386183084
107,FLONA DE S<c3>O FRANCISCO,Floresta,FLO,FLONA,US,federal,2001,0000.00.0108,0,none,none,none,0,0,0,552,211.48,1978,1100.60342478752,104,533,183,820,215.994272908367,7.76294820717131,Amazonia,94,42.33871173,2670.350447,1,0,1095,1,2,1451,Floresta,Federal,0.6825586314503089,-1.458620489212127,-0.12954032506834845,2.4943883656992862,1.1181909595330597,0.11486581608669347,-0.16388917057049632
548,PARNA DA SERRA DO GANDARELA,Parque,PAR,PARNA,PI,federal,2014,0000.00.3136,0,none,none,none,0,0,0,547,312.7,17,228732.597048521,78,467,152,697,1232.06258023107,42.5591704107831,NA,1143,9.666080222,1057.25645,4,0,1104,7,0,1319,Parque,Federal,0.8180136979719033,1.3058489822171777,1.550651680821135,-0.8685085329180784,0.43227634061413717,-0.5869375707781539,-1.1678944578671053
51,ESEC DE CARIJ<d3>S,Esta<e7><e3>o Ecol<f3>gica,ESEC,ESEC,PI,federal,1987,0000.00.0052,0,none,none,none,0,0,0,546,7.59,34,72285.9913659096,45,420,97,562,4.41935483870968,2.17391304347826,Mata Atlantica,20,0,1425.508819,1,1,1451,3,0,1451,Estação Ecológica,Federal,-0.43290746670049235,0.7090432930817127,-1.14866740657173,-0.3927088404309632,-0.4760815664583005,-1.7718471866319445,0.9173472926720058
200,REBIO DE SOORETAMA,Reserva Biol<f3>gica,REBIO,REBIO,PI,federal,1982,0000.00.0201,0,none,none,none,0,0,0,545,278.57,29,18480.8002262115,81,439,146,666,76.959172563963,10.3899927417891,Mata Atlantica,183,134.9773706,1163.861134,2,0,1451,3,0,1451,Reserva Biológica,Federal,0.7779655921278578,0.002429624829021673,0.3168114189415245,-0.5030057723098361,0.24028813988913097,0.6872512757502198,1.3035031724014707
606,RDS DO UATUM<c3>,Reserva de Desenvolvimento Sustent<e1>vel,RDS,RDS,US,estadual,2004,0000.13.0990,0,none,none,none,0,0,0,544,4234.54,290,2149.26520830393,86,513,175,774,54.8559703468361,9.36511718799249,Amazonia,182,68.98765753,2381.679612,0,NA,NA,0,NA,NA,NA,NA,1.7229831634456452,-1.1121030586090344,0.31313180625157677,1.1227315536304683,0.874513106628772,0.3547805973051228,-0.39558269840817534
967,PARES DA SERRA DA CONC<d3>RDIA,Parque,PAR,PE,PI,estadual,2002,0000.33.1480,0,none,none,none,0,0,0,544,10.41,11,78347.8442547321,104,538,163,805,669.165094339623,49.4787735849057,Mata Atlantica,506,59.59718396,1098.151723,1,0,884,3,0,1451,Parque,Estadual,-0.33420214473426485,0.7507642878166827,1.0011847811219674,-1.1586243952573239,1.0402641627172111,0.28266164898384344,-0.2411203465163893
1547,PNM FAZENDA DO CARMO,Parque,PAR,PNM,PI,municipal,2003,5030.35.1962,0,none,none,none,0,0,1,536,4.49,18,964501.227416992,102,520,141,763,817.032967032967,20.9711538461538,Mata Atlantica,105,0,1121.008644,0,NA,NA,0,NA,NA,NA,NA,-0.5885566148285247,2.0514218682635357,-0.05556313077721544,-0.8298226923625246,0.8140998461981384,-1.7718471866319445,-0.3183515224622823
